msmarco_passage_20_838723280	p0
msmarco_passage_10_761860326	p6730
msmarco_passage_37_478523914	p6731
msmarco_passage_45_770061468	p6732
msmarco_passage_42_739368461	p6733
msmarco_passage_56_803801034	p6734
msmarco_passage_42_383857492	p6735
msmarco_passage_19_228538029	p6736
msmarco_passage_02_369381228	p6737
msmarco_passage_05_237192480	p6738
msmarco_passage_44_586003668	p6739
msmarco_passage_12_223798668	p6740
msmarco_passage_41_156756160	p6741
msmarco_passage_58_738329446	p6742
msmarco_passage_03_793746226	p6743
msmarco_passage_44_70554149	p6744
msmarco_passage_15_684274354	p6745
msmarco_passage_27_867624186	p6746
msmarco_passage_28_91852604	p6747
msmarco_passage_58_738230798	p6748
msmarco_passage_61_293638651	p6749
msmarco_passage_49_75093392	p6750
msmarco_passage_51_786879644	p6751
msmarco_passage_68_17089688	p6752
msmarco_passage_62_109181912	p6753
msmarco_passage_10_129487115	p6754
msmarco_passage_10_777491923	p6755
msmarco_passage_20_760688424	p6756
msmarco_passage_49_417581112	p6757
msmarco_passage_41_206775458	p6758
msmarco_passage_14_639660303	p6759
msmarco_passage_34_234966967	p6760
msmarco_passage_08_662844530	p6761
msmarco_passage_45_309282095	p6762
msmarco_passage_49_138398792	p6763
msmarco_passage_65_823490901	p6764
msmarco_passage_05_752817618	p6765
msmarco_passage_67_433027084	p6766
msmarco_passage_47_113602717	p6767
msmarco_passage_66_53364383	p6768
msmarco_passage_29_533964987	p6769
msmarco_passage_01_157378684	p6770
msmarco_passage_33_520080787	p6771
msmarco_passage_54_277525028	p6772
msmarco_passage_50_486790960	p6773
msmarco_passage_36_450587399	p6774
msmarco_passage_53_532856734	p6775
msmarco_passage_41_252181539	p6776
msmarco_passage_11_99851943	p6777
msmarco_passage_39_92318065	p6778
msmarco_passage_56_602900274	p6779
msmarco_passage_18_158652585	p6780
msmarco_passage_18_420615077	p6781
msmarco_passage_24_663732152	p6782
msmarco_passage_20_117305020	p6783
msmarco_passage_44_166442983	p6784
msmarco_passage_00_502581938	p6785
msmarco_passage_11_585148486	p6786
msmarco_passage_50_813035010	p6787
msmarco_passage_66_373618584	p6788
msmarco_passage_29_484430461	p6789
msmarco_passage_46_867545518	p6790
msmarco_passage_46_536160591	p6791
msmarco_passage_07_272930684	p6792
msmarco_passage_42_823955331	p6793
msmarco_passage_14_180973173	p6794
msmarco_passage_29_849151361	p6795
msmarco_passage_42_372057371	p6796
msmarco_passage_35_24665466	p6797
msmarco_passage_26_356641593	p6798
msmarco_passage_30_546164380	p6799
msmarco_passage_26_513280847	p6800
msmarco_passage_52_498970647	p6801
msmarco_passage_14_740766991	p6802
msmarco_passage_39_497115500	p6803
msmarco_passage_42_400626679	p6804
msmarco_passage_64_95762189	p6805
msmarco_passage_60_677685392	p6806
msmarco_passage_08_286748910	p6807
msmarco_passage_55_839084233	p6808
msmarco_passage_17_777057332	p6809
msmarco_passage_40_611283126	p6810
msmarco_passage_51_247161809	p6811
msmarco_passage_03_225179547	p6812
msmarco_passage_39_721689081	p6813
msmarco_passage_62_68388539	p6814
msmarco_passage_11_767457640	p6815
msmarco_passage_68_165200164	p6816
msmarco_passage_58_505469960	p6817
msmarco_passage_07_708304739	p6818
msmarco_passage_33_92528796	p6819
msmarco_passage_15_417949168	p6820
msmarco_passage_22_157240707	p6821
msmarco_passage_36_444013299	p6822
msmarco_passage_50_419136263	p6823
msmarco_passage_57_397912636	p6824
msmarco_passage_21_100192681	p6825
msmarco_passage_03_118152253	p6826
msmarco_passage_59_846029060	p6827
msmarco_passage_46_482558777	p6828
msmarco_passage_41_695273672	p6829
msmarco_passage_12_863403218	p6830
msmarco_passage_69_152937981	p6831
msmarco_passage_02_196617041	p6832
msmarco_passage_06_853135367	p6833
msmarco_passage_13_604485970	p6834
msmarco_passage_05_841289106	p6835
msmarco_passage_53_437005367	p6836
msmarco_passage_50_637965400	p6837
msmarco_passage_53_643086228	p6838
msmarco_passage_16_428925459	p6839
msmarco_passage_24_808003507	p6840
msmarco_passage_24_244012672	p6841
msmarco_passage_26_872080950	p6842
msmarco_passage_46_564744540	p6843
msmarco_passage_17_734744168	p6844
msmarco_passage_15_381747358	p6845
msmarco_passage_26_177789478	p6846
msmarco_passage_07_16418782	p6847
msmarco_passage_46_431858798	p6848
msmarco_passage_01_204193760	p6849
msmarco_passage_24_645302925	p6850
msmarco_passage_67_277450541	p6851
msmarco_passage_10_262821172	p6852
msmarco_passage_17_319363746	p6853
msmarco_passage_48_176001651	p6854
msmarco_passage_06_855824727	p6855
msmarco_passage_01_784545684	p6856
msmarco_passage_04_308178180	p6857
msmarco_passage_50_490243462	p6858
msmarco_passage_27_752290501	p6859
msmarco_passage_08_239163667	p6860
msmarco_passage_68_765037839	p6861
msmarco_passage_47_37728216	p6862
msmarco_passage_04_171388807	p6863
msmarco_passage_33_577050808	p6864
msmarco_passage_17_449732483	p6865
msmarco_passage_05_264352065	p6866
msmarco_passage_32_217172792	p6867
msmarco_passage_58_738134212	p6868
msmarco_passage_30_759836623	p6869
msmarco_passage_58_171156681	p6870
msmarco_passage_64_601054686	p6871
msmarco_passage_04_746288528	p6872
msmarco_passage_13_435498862	p6873
msmarco_passage_37_271096261	p6874
msmarco_passage_22_417208182	p6875
msmarco_passage_40_379557846	p6876
msmarco_passage_19_673535967	p6877
msmarco_passage_07_707498328	p6878
msmarco_passage_12_685793114	p6879
msmarco_passage_18_715142529	p6880
msmarco_passage_68_642169480	p6881
msmarco_passage_48_482230974	p6882
msmarco_passage_07_195007984	p6883
msmarco_passage_06_204441281	p6884
msmarco_passage_41_749815382	p6885
msmarco_passage_26_872150306	p6886
msmarco_passage_39_813488925	p6887
msmarco_passage_54_278123878	p6888
msmarco_passage_31_279510845	p6889
msmarco_passage_26_242328524	p6890
msmarco_passage_59_449739475	p6891
msmarco_passage_53_557589469	p6892
msmarco_passage_57_756701329	p6893
msmarco_passage_10_77383766	p6894
msmarco_passage_47_102809089	p6895
msmarco_passage_52_408784594	p6896
msmarco_passage_37_169484723	p6897
msmarco_passage_24_213363991	p6898
msmarco_passage_04_747801386	p6899
msmarco_passage_04_750069288	p6900
msmarco_passage_20_562766540	p6901
msmarco_passage_67_375146382	p6902
msmarco_passage_52_812668573	p6903
msmarco_passage_63_250706563	p6904
msmarco_passage_37_255733590	p6905
msmarco_passage_10_280220045	p6906
msmarco_passage_09_440456807	p6907
msmarco_passage_53_811055792	p6908
msmarco_passage_01_495296373	p6909
msmarco_passage_19_745418784	p6910
msmarco_passage_08_636482417	p6911
msmarco_passage_20_838718591	p6912
msmarco_passage_28_138693327	p6913
msmarco_passage_45_148388500	p6914
msmarco_passage_21_579368660	p6915
msmarco_passage_42_794957202	p6916
msmarco_passage_13_155362919	p6917
msmarco_passage_53_531330712	p6918
msmarco_passage_28_567570092	p6919
msmarco_passage_29_66600170	p6920
msmarco_passage_59_420885341	p6921
msmarco_passage_14_182162571	p6922
msmarco_passage_15_257112509	p6923
msmarco_passage_54_278194157	p6924
msmarco_passage_18_630244052	p6925
msmarco_passage_68_645398414	p6926
msmarco_passage_33_520094073	p6927
msmarco_passage_46_555888443	p6928
msmarco_passage_20_633508565	p6929
msmarco_passage_29_572273314	p6930
msmarco_passage_24_531295299	p6931
msmarco_passage_65_680355256	p6932
msmarco_passage_23_100566813	p6933
msmarco_passage_04_400839695	p6934
msmarco_passage_54_278134995	p6935
msmarco_passage_18_421844041	p6936
msmarco_passage_48_596246120	p6937
msmarco_passage_53_477748959	p6938
msmarco_passage_19_702506490	p6939
msmarco_passage_65_595600716	p6940
msmarco_passage_42_92849240	p6941
msmarco_passage_17_459121275	p6942
msmarco_passage_10_262149126	p6943
msmarco_passage_67_82272626	p6944
msmarco_passage_52_821400872	p6945
msmarco_passage_28_379590851	p6946
msmarco_passage_02_318135362	p6947
msmarco_passage_21_289572467	p6948
msmarco_passage_04_95977909	p6949
msmarco_passage_26_507948828	p6950
msmarco_passage_35_637870037	p6951
msmarco_passage_37_769857766	p6952
msmarco_passage_23_728746385	p6953
msmarco_passage_26_484395658	p6954
msmarco_passage_31_483872939	p6955
msmarco_passage_32_320683128	p6956
msmarco_passage_62_857488955	p6957
msmarco_passage_17_787245576	p6958
msmarco_passage_49_75159811	p6959
msmarco_passage_12_222913328	p6960
msmarco_passage_63_426472617	p6961
msmarco_passage_17_640334065	p6962
msmarco_passage_29_294227740	p6963
msmarco_passage_37_265150872	p6964
msmarco_passage_14_181670375	p6965
msmarco_passage_54_570988672	p6966
msmarco_passage_67_51544761	p6967
msmarco_passage_36_596871550	p6968
msmarco_passage_34_764511769	p6969
msmarco_passage_19_755697826	p6970
msmarco_passage_14_29916489	p6971
msmarco_passage_18_705959928	p6972
msmarco_passage_45_40433338	p6973
msmarco_passage_02_295645966	p6974
msmarco_passage_63_301959145	p6975
msmarco_passage_10_137875154	p6976
msmarco_passage_28_744125025	p6977
msmarco_passage_54_47197342	p6978
msmarco_passage_13_315298292	p6979
msmarco_passage_62_803082003	p6980
msmarco_passage_34_747180906	p6981
msmarco_passage_15_104118199	p6982
msmarco_passage_19_860718303	p6983
msmarco_passage_63_262832559	p6984
msmarco_passage_42_482550040	p6985
msmarco_passage_20_316398338	p6986
msmarco_passage_27_474268230	p6987
msmarco_passage_33_853003030	p6988
msmarco_passage_61_713321755	p6989
msmarco_passage_40_66903927	p6990
msmarco_passage_01_542974275	p6991
msmarco_passage_01_796553331	p6992
msmarco_passage_34_782527369	p6993
msmarco_passage_58_60683879	p6994
msmarco_passage_23_71684674	p6995
msmarco_passage_61_26682603	p6996
msmarco_passage_48_619741987	p6997
msmarco_passage_35_408260182	p6998
msmarco_passage_64_823875316	p6999
msmarco_passage_17_359122428	p7000
msmarco_passage_10_129440803	p7001
msmarco_passage_37_143215617	p7002
msmarco_passage_39_784075957	p7003
msmarco_passage_47_368489762	p7004
msmarco_passage_60_844337742	p7005
msmarco_passage_10_404073593	p7006
msmarco_passage_37_128918833	p7007
msmarco_passage_00_511580346	p7008
msmarco_passage_03_147617559	p7009
msmarco_passage_42_678334168	p7010
msmarco_passage_65_57729847	p7011
msmarco_passage_02_85613992	p7012
msmarco_passage_62_33535253	p7013
msmarco_passage_23_684982401	p7014
msmarco_passage_38_390536401	p7015
msmarco_passage_41_383971988	p7016
msmarco_passage_48_820446170	p7017
msmarco_passage_20_547238551	p7018
msmarco_passage_44_252370953	p7019
msmarco_passage_10_847135898	p7020
msmarco_passage_16_428928941	p7021
msmarco_passage_53_332998917	p7022
msmarco_passage_04_192351983	p7023
msmarco_passage_50_500025138	p7024
msmarco_passage_25_600817458	p7025
msmarco_passage_28_476109041	p7026
msmarco_passage_23_100520745	p7027
msmarco_passage_32_563552042	p7028
msmarco_passage_10_831594263	p7029
msmarco_passage_63_198109841	p7030
msmarco_passage_13_566747810	p7031
msmarco_passage_67_484647437	p7032
msmarco_passage_20_243533180	p7033
msmarco_passage_24_186584903	p7034
msmarco_passage_26_872167831	p7035
msmarco_passage_20_537322246	p7036
msmarco_passage_45_19061766	p7037
msmarco_passage_01_311746785	p7038
msmarco_passage_25_196489316	p7039
msmarco_passage_04_30181747	p7040
msmarco_passage_34_614892820	p7041
msmarco_passage_10_808232262	p7042
msmarco_passage_11_88413439	p7043
msmarco_passage_14_715785604	p7044
msmarco_passage_24_358254609	p7045
msmarco_passage_05_816967140	p7046
msmarco_passage_20_316758087	p7047
msmarco_passage_63_877785321	p7048
msmarco_passage_23_69448000	p7049
msmarco_passage_62_319187198	p7050
msmarco_passage_02_8174618	p7051
msmarco_passage_29_284189949	p7052
msmarco_passage_68_180056131	p7053
msmarco_passage_45_25392741	p7054
msmarco_passage_26_238721238	p7055
msmarco_passage_19_131169484	p7056
msmarco_passage_27_200071930	p7057
msmarco_passage_55_10210577	p7058
msmarco_passage_46_816362261	p7059
msmarco_passage_60_103647837	p7060
msmarco_passage_21_528014994	p7061
msmarco_passage_67_112467675	p7062
msmarco_passage_01_88949724	p7063
msmarco_passage_18_291419254	p7064
msmarco_passage_27_593433834	p7065
msmarco_passage_17_522976187	p7066
msmarco_passage_09_504549122	p7067
msmarco_passage_07_726135388	p7068
msmarco_passage_38_394106261	p7069
msmarco_passage_30_727340251	p7070
msmarco_passage_15_540650903	p7071
msmarco_passage_68_128296588	p7072
msmarco_passage_68_180086559	p7073
msmarco_passage_57_121906173	p7074
msmarco_passage_40_195327423	p7075
msmarco_passage_42_90926669	p7076
msmarco_passage_22_146922464	p7077
msmarco_passage_15_540568619	p7078
msmarco_passage_61_34482585	p7079
msmarco_passage_10_579276916	p7080
msmarco_passage_63_198701504	p7081
msmarco_passage_14_219057490	p7082
msmarco_passage_34_377111997	p7083
msmarco_passage_06_447234747	p7084
msmarco_passage_01_864289872	p7085
msmarco_passage_38_72705200	p7086
msmarco_passage_18_291621878	p7087
msmarco_passage_11_599422770	p7088
msmarco_passage_50_490241881	p7089
msmarco_passage_56_309568623	p7090
msmarco_passage_49_138279627	p7091
msmarco_passage_23_722141513	p7092
msmarco_passage_68_170422829	p7093
msmarco_passage_33_616615474	p7094
msmarco_passage_38_78323191	p7095
msmarco_passage_12_756897222	p7096
msmarco_passage_57_262313735	p7097
msmarco_passage_33_65244249	p7098
msmarco_passage_60_260627002	p7099
msmarco_passage_26_872006586	p7100
msmarco_passage_02_427224408	p7101
msmarco_passage_38_561974488	p7102
msmarco_passage_60_166154596	p7103
msmarco_passage_27_592861404	p7104
msmarco_passage_43_58781240	p7105
msmarco_passage_55_505876858	p7106
msmarco_passage_30_314367291	p7107
msmarco_passage_62_24831918	p7108
msmarco_passage_35_210300208	p7109
msmarco_passage_15_712773273	p7110
msmarco_passage_32_550092695	p7111
msmarco_passage_26_568378622	p7112
msmarco_passage_53_264048503	p7113
msmarco_passage_56_848128119	p7114
msmarco_passage_07_650749149	p7115
msmarco_passage_49_508588732	p7116
msmarco_passage_63_245406236	p7117
msmarco_passage_49_54550789	p7118
msmarco_passage_08_525730983	p7119
msmarco_passage_57_626527254	p7120
msmarco_passage_17_204015501	p7121
msmarco_passage_48_624163328	p7122
msmarco_passage_20_838716366	p7123
msmarco_passage_33_520196171	p7124
msmarco_passage_38_28363057	p7125
msmarco_passage_57_1483781	p7126
msmarco_passage_58_729015372	p7127
msmarco_passage_09_489548779	p7128
msmarco_passage_57_235595044	p7129
msmarco_passage_03_716214712	p7130
msmarco_passage_68_759616214	p7131
msmarco_passage_39_623865294	p7132
msmarco_passage_37_360112280	p7133
msmarco_passage_06_474521092	p7134
msmarco_passage_59_43524466	p7135
msmarco_passage_28_864497454	p7136
msmarco_passage_09_476575299	p7137
msmarco_passage_12_808098773	p7138
msmarco_passage_34_873129921	p7139
msmarco_passage_26_487653644	p7140
msmarco_passage_02_372511173	p7141
msmarco_passage_22_165392981	p7142
msmarco_passage_01_305447845	p7143
msmarco_passage_34_521213456	p7144
msmarco_passage_61_376842755	p7145
msmarco_passage_24_268270777	p7146
msmarco_passage_40_201058190	p7147
msmarco_passage_67_298362901	p7148
msmarco_passage_22_298026297	p7149
msmarco_passage_06_178780249	p7150
msmarco_passage_61_26179407	p7151
msmarco_passage_01_615711792	p7152
msmarco_passage_25_243176209	p7153
msmarco_passage_39_813539659	p7154
msmarco_passage_10_77384385	p7155
msmarco_passage_33_202041180	p7156
msmarco_passage_02_427222651	p7157
msmarco_passage_60_420058894	p7158
msmarco_passage_64_577409311	p7159
msmarco_passage_55_470339976	p7160
msmarco_passage_47_15046399	p7161
msmarco_passage_05_269237255	p7162
msmarco_passage_25_799964988	p7163
msmarco_passage_11_684974019	p7164
msmarco_passage_21_121824968	p7165
msmarco_passage_03_225323407	p7166
msmarco_passage_02_80859192	p7167
msmarco_passage_16_109290888	p7168
msmarco_passage_33_520098914	p7169
msmarco_passage_40_637186883	p7170
msmarco_passage_18_396184074	p7171
msmarco_passage_34_675295775	p7172
msmarco_passage_40_761087489	p7173
msmarco_passage_59_579677135	p7174
msmarco_passage_37_169474151	p7175
msmarco_passage_00_274402165	p7176
msmarco_passage_16_799716754	p7177
msmarco_passage_49_129120697	p7178
msmarco_passage_42_630064272	p7179
msmarco_passage_32_39230038	p7180
msmarco_passage_11_553992419	p7181
msmarco_passage_50_388418263	p7182
msmarco_passage_67_240639517	p7183
msmarco_passage_58_738136013	p7184
msmarco_passage_02_480277307	p7185
msmarco_passage_46_671715346	p7186
msmarco_passage_31_455073361	p7187
msmarco_passage_04_813853259	p7188
msmarco_passage_37_793164319	p7189
msmarco_passage_61_636861641	p7190
msmarco_passage_55_577588512	p7191
msmarco_passage_19_758644921	p7192
msmarco_passage_54_601564769	p7193
msmarco_passage_19_687140890	p7194
msmarco_passage_06_38286882	p7195
msmarco_passage_66_161333771	p7196
msmarco_passage_37_806873443	p7197
msmarco_passage_58_185815588	p7198
msmarco_passage_18_190838815	p7199
msmarco_passage_02_369413565	p7200
msmarco_passage_08_626853964	p7201
msmarco_passage_35_366084996	p7202
msmarco_passage_11_604892582	p7203
msmarco_passage_37_532559037	p7204
msmarco_passage_42_93244483	p7205
msmarco_passage_47_289585695	p7206
msmarco_passage_54_277535961	p7207
msmarco_passage_34_745713855	p7208
msmarco_passage_56_251043455	p7209
msmarco_passage_37_222729212	p7210
msmarco_passage_07_853529843	p7211
msmarco_passage_67_209002855	p7212
msmarco_passage_40_397064409	p7213
msmarco_passage_20_559020829	p7214
msmarco_passage_34_724104867	p7215
msmarco_passage_63_582902550	p7216
msmarco_passage_23_829789337	p7217
msmarco_passage_36_110436534	p7218
msmarco_passage_08_1015520	p7219
msmarco_passage_40_228991054	p7220
msmarco_passage_23_419156177	p7221
msmarco_passage_10_135535726	p7222
msmarco_passage_10_76515524	p7223
msmarco_passage_21_355465577	p7224
msmarco_passage_29_553978721	p7225
msmarco_passage_43_237160840	p7226
msmarco_passage_46_648473266	p7227
msmarco_passage_31_420284940	p7228
msmarco_passage_37_265146567	p7229
msmarco_passage_00_158778388	p7230
msmarco_passage_27_124173862	p7231
msmarco_passage_66_391794240	p7232
msmarco_passage_51_567105703	p7233
msmarco_passage_43_415091624	p7234
msmarco_passage_32_150968374	p7235
msmarco_passage_37_390105016	p7236
msmarco_passage_21_125751583	p7237
msmarco_passage_38_288593498	p7238
msmarco_passage_40_601764507	p7239
msmarco_passage_11_178818160	p7240
msmarco_passage_58_762466000	p7241
msmarco_passage_13_751831564	p7242
msmarco_passage_67_278363977	p7243
msmarco_passage_63_686829102	p7244
